id,celebrity,text,sentiment,sentiment_score,date,platform,length
3150,KARD,KARD 음악 감동이에요,positive,0.785,2025-08-10 09:35:22,youtube,13
3151,(G)I-DLE,(G)I-DLE 음악 감동이에요,positive,0.751,2025-07-23 09:35:22,instagram,17
3152,IVE,IVE 음악 감동이에요,positive,0.923,2025-08-03 09:35:22,twitter,12
3153,BTS,BTS 인스타 업데이트 기다려요,neutral,0.675,2025-08-06 09:35:22,instagram,17
3154,LE SSERAFIM,LE SSERAFIM 춤도 잘 춰 👏,positive,0.704,2025-08-02 09:35:22,twitter,20
3155,ITZY,ITZY 정말 예쁘다 ❤️,positive,0.866,2025-07-30 09:35:22,youtube,14
3156,Red Velvet,Red Velvet 정말 예쁘다 ❤️,positive,0.917,2025-07-22 09:35:22,youtube,20
3157,Red Velvet,Red Velvet 춤도 잘 춰 👏,positive,0.922,2025-08-05 09:35:22,youtube,19
3158,NewJeans,NewJeans 음악 감동이에요,positive,0.881,2025-07-22 09:35:22,youtube,17
3159,NMIXX,NMIXX 춤도 잘 춰 👏,positive,0.937,2025-07-20 09:35:22,twitter,14
3160,NMIXX,NMIXX 재능이 넘쳐나네요,positive,0.708,2025-08-09 09:35:22,instagram,15
3161,SEVENTEEN,SEVENTEEN 정말 예쁘다 ❤️,positive,0.824,2025-07-28 09:35:22,instagram,19
3162,ITZY,ITZY 노래 너무 좋아요!,positive,0.709,2025-08-03 09:35:22,instagram,15
3163,IVE,IVE 음악 감동이에요,positive,0.853,2025-07-23 09:35:22,youtube,12
3164,BLACKPINK,BLACKPINK 음악 감동이에요,positive,0.869,2025-07-17 09:35:22,instagram,18
3165,Red Velvet,Red Velvet 목소리 천사같아,positive,0.927,2025-08-08 09:35:22,twitter,19
3166,ENHYPEN,ENHYPEN 목소리 천사같아,positive,0.72,2025-08-10 09:35:22,youtube,16
3167,TXT,TXT 노래 너무 좋아요!,positive,0.797,2025-07-17 09:35:22,twitter,14
3168,TXT,TXT 목소리 천사같아,positive,0.873,2025-07-25 09:35:22,instagram,12
3169,(G)I-DLE,(G)I-DLE 방송 언제 해요?,neutral,0.665,2025-07-23 09:35:22,youtube,18
3170,IU,IU 재능이 넘쳐나네요,positive,0.73,2025-07-29 09:35:22,instagram,12
3171,BLACKPINK,BLACKPINK 음악 감동이에요,positive,0.943,2025-07-21 09:35:22,youtube,18
3172,ITZY,ITZY 완벽해 💕,positive,0.895,2025-07-21 09:35:22,twitter,10
3173,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.934,2025-08-02 09:35:22,youtube,16
3174,ENHYPEN,ENHYPEN 음악 감동이에요,positive,0.873,2025-07-26 09:35:22,twitter,16
3175,TXT,TXT 드라마 출연해요,neutral,0.512,2025-08-05 09:35:22,youtube,12
3176,LE SSERAFIM,LE SSERAFIM 정말 예쁘다 ❤️,positive,0.861,2025-07-15 09:35:22,youtube,21
3177,SEVENTEEN,SEVENTEEN 예전만 못한듯,negative,0.364,2025-07-25 09:35:22,instagram,17
3178,KARD,KARD 정말 예쁘다 ❤️,positive,0.806,2025-07-30 09:35:22,twitter,14
3179,TXT,TXT 방송 언제 해요?,neutral,0.582,2025-07-30 09:35:22,instagram,13
3180,aespa,aespa 논란이 많네,negative,0.394,2025-07-20 09:35:22,twitter,12
3181,Red Velvet,Red Velvet 최고야!! 사랑해,positive,0.914,2025-08-08 09:35:22,twitter,20
3182,KARD,KARD 별로인듯,negative,0.181,2025-07-15 09:35:22,instagram,9
3183,BTS,BTS 좀 아쉽네,negative,0.343,2025-07-15 09:35:22,instagram,9
3184,BLACKPINK,BLACKPINK 음악 감동이에요,positive,0.774,2025-07-22 09:35:22,instagram,18
3185,SEVENTEEN,SEVENTEEN 정말 예쁘다 ❤️,positive,0.716,2025-07-22 09:35:22,youtube,19
3186,IVE,IVE 최고야!! 사랑해,positive,0.719,2025-08-08 09:35:22,youtube,13
3187,NMIXX,NMIXX 방송 언제 해요?,neutral,0.691,2025-07-21 09:35:22,instagram,15
3188,StrayKids,StrayKids 실망이야,negative,0.145,2025-07-20 09:35:22,twitter,14
3189,IVE,IVE 너무 과장된거 아니야?,negative,0.4,2025-07-25 09:35:22,instagram,16
3190,IVE,IVE 인스타 업데이트 기다려요,neutral,0.551,2025-08-10 09:35:22,instagram,17
3191,IU,IU 음악 감동이에요,positive,0.819,2025-07-24 09:35:22,instagram,11
3192,Red Velvet,Red Velvet 완벽해 💕,positive,0.732,2025-08-09 09:35:22,youtube,16
3193,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.744,2025-08-11 09:35:22,twitter,19
3194,NCT,NCT 노래 너무 좋아요!,positive,0.722,2025-08-09 09:35:22,twitter,14
3195,LE SSERAFIM,LE SSERAFIM 노래 너무 좋아요!,positive,0.894,2025-07-20 09:35:22,twitter,22
3196,IU,IU 목소리 천사같아,positive,0.879,2025-08-10 09:35:22,instagram,11
3197,MAMAMOO,MAMAMOO 노래 너무 좋아요!,positive,0.708,2025-07-31 09:35:22,youtube,18
3198,aespa,aespa 정말 예쁘다 ❤️,positive,0.782,2025-08-05 09:35:22,twitter,15
3199,ITZY,ITZY 재능이 넘쳐나네요,positive,0.892,2025-07-27 09:35:22,twitter,14
3200,Red Velvet,Red Velvet 광고 찍었네요,neutral,0.421,2025-08-09 09:35:22,instagram,18
3201,IU,IU 목소리 천사같아,positive,0.747,2025-07-25 09:35:22,youtube,11
3202,NMIXX,NMIXX 새로운 앨범 언제 나와?,neutral,0.55,2025-08-13 09:35:22,twitter,19
3203,NMIXX,NMIXX 완벽해 💕,positive,0.866,2025-08-01 09:35:22,twitter,11
3204,aespa,aespa 노래 너무 좋아요!,positive,0.899,2025-07-15 09:35:22,instagram,16
3205,Red Velvet,Red Velvet 재능이 넘쳐나네요,positive,0.93,2025-08-13 09:35:22,youtube,20
3206,MAMAMOO,MAMAMOO 최고야!! 사랑해,positive,0.873,2025-08-13 09:35:22,twitter,17
3207,StrayKids,StrayKids 노래 너무 좋아요!,positive,0.831,2025-07-22 09:35:22,twitter,20
3208,Red Velvet,Red Velvet 춤도 잘 춰 👏,positive,0.807,2025-08-02 09:35:22,youtube,19
3209,BLACKPINK,BLACKPINK 드라마 출연해요,neutral,0.557,2025-08-12 09:35:22,twitter,18
3210,IVE,IVE 정말 예쁘다 ❤️,positive,0.885,2025-08-06 09:35:22,instagram,13
3211,BTS,BTS 별로인듯,negative,0.331,2025-07-16 09:35:22,instagram,8
3212,NCT,NCT 완벽해 💕,positive,0.74,2025-08-11 09:35:22,youtube,9
3213,BLACKPINK,BLACKPINK 목소리 천사같아,positive,0.762,2025-07-18 09:35:22,youtube,18
3214,LE SSERAFIM,LE SSERAFIM 정말 예쁘다 ❤️,positive,0.924,2025-07-21 09:35:22,youtube,21
3215,LE SSERAFIM,LE SSERAFIM 최고야!! 사랑해,positive,0.807,2025-07-29 09:35:22,instagram,21
3216,StrayKids,StrayKids 음악 감동이에요,positive,0.852,2025-08-09 09:35:22,twitter,18
3217,NewJeans,NewJeans 드라마 출연해요,neutral,0.542,2025-07-30 09:35:22,twitter,17
3218,KARD,KARD 정말 예쁘다 ❤️,positive,0.909,2025-07-16 09:35:22,instagram,14
3219,IU,IU 너무 과장된거 아니야?,negative,0.073,2025-07-30 09:35:22,youtube,15
3220,ENHYPEN,ENHYPEN 최고야!! 사랑해,positive,0.815,2025-08-14 09:35:22,instagram,17
3221,BLACKPINK,BLACKPINK 노래 너무 좋아요!,positive,0.72,2025-07-19 09:35:22,youtube,20
3222,TWICE,TWICE 재능이 넘쳐나네요,positive,0.857,2025-07-17 09:35:22,instagram,15
3223,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.93,2025-07-25 09:35:22,instagram,16
3224,aespa,aespa 최고야!! 사랑해,positive,0.743,2025-07-21 09:35:22,youtube,15
3225,StrayKids,StrayKids 정말 예쁘다 ❤️,positive,0.919,2025-07-17 09:35:22,youtube,19
3226,IU,IU 음악 감동이에요,positive,0.801,2025-08-11 09:35:22,twitter,11
3227,TWICE,TWICE 정말 예쁘다 ❤️,positive,0.722,2025-07-27 09:35:22,youtube,15
3228,SEVENTEEN,SEVENTEEN 완벽해 💕,positive,0.785,2025-08-02 09:35:22,youtube,15
3229,Red Velvet,Red Velvet 목소리 천사같아,positive,0.745,2025-07-28 09:35:22,twitter,19
3230,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.917,2025-08-09 09:35:22,youtube,21
3231,IU,IU 방송 언제 해요?,neutral,0.671,2025-07-31 09:35:22,twitter,12
3232,NewJeans,NewJeans 재능이 넘쳐나네요,positive,0.848,2025-08-02 09:35:22,instagram,18
3233,IVE,IVE 최고야!! 사랑해,positive,0.733,2025-07-15 09:35:22,youtube,13
3234,LE SSERAFIM,LE SSERAFIM 노래 너무 좋아요!,positive,0.784,2025-07-15 09:35:22,instagram,22
3235,Red Velvet,Red Velvet 춤도 잘 춰 👏,positive,0.798,2025-07-24 09:35:22,instagram,19
3236,LE SSERAFIM,LE SSERAFIM 광고 찍었네요,neutral,0.528,2025-07-23 09:35:22,instagram,19
3237,SEVENTEEN,SEVENTEEN 방송 언제 해요?,neutral,0.611,2025-07-27 09:35:22,twitter,19
3238,TXT,TXT 목소리 천사같아,positive,0.759,2025-08-03 09:35:22,instagram,12
3239,aespa,aespa 춤도 잘 춰 👏,positive,0.87,2025-08-02 09:35:22,twitter,14
3240,StrayKids,StrayKids 음악 감동이에요,positive,0.86,2025-08-08 09:35:22,instagram,18
3241,ENHYPEN,ENHYPEN 음악 감동이에요,positive,0.785,2025-07-30 09:35:22,instagram,16
3242,SEVENTEEN,SEVENTEEN 좀 아쉽네,negative,0.065,2025-08-02 09:35:22,instagram,15
3243,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.931,2025-08-11 09:35:22,instagram,16
3244,ITZY,ITZY 드라마 출연해요,neutral,0.497,2025-08-01 09:35:22,twitter,13
3245,NCT,NCT 완벽해 💕,positive,0.762,2025-08-02 09:35:22,youtube,9
3246,NewJeans,NewJeans 완벽해 💕,positive,0.781,2025-07-31 09:35:22,twitter,14
3247,IVE,IVE 정말 예쁘다 ❤️,positive,0.93,2025-08-08 09:35:22,twitter,13
3248,IVE,IVE 최고야!! 사랑해,positive,0.718,2025-08-07 09:35:22,youtube,13
3249,SEVENTEEN,SEVENTEEN 콘서트 정보 알려주세요,neutral,0.647,2025-07-23 09:35:22,youtube,22
3250,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.853,2025-07-20 09:35:22,twitter,17
3251,Red Velvet,Red Velvet 음악 감동이에요,positive,0.827,2025-08-03 09:35:22,youtube,19
3252,NMIXX,NMIXX 완벽해 💕,positive,0.725,2025-08-02 09:35:22,youtube,11
3253,SEVENTEEN,SEVENTEEN 음악 감동이에요,positive,0.864,2025-08-01 09:35:22,instagram,18
3254,NMIXX,NMIXX 정말 예쁘다 ❤️,positive,0.836,2025-07-17 09:35:22,instagram,15
3255,BTS,BTS 새로운 앨범 언제 나와?,neutral,0.633,2025-07-17 09:35:22,youtube,17
3256,StrayKids,StrayKids 완벽해 💕,positive,0.927,2025-07-21 09:35:22,twitter,15
3257,BTS,BTS 논란이 많네,negative,0.22,2025-07-19 09:35:22,youtube,10
3258,SEVENTEEN,SEVENTEEN 재능이 넘쳐나네요,positive,0.875,2025-07-31 09:35:22,youtube,19
3259,IVE,IVE 음악 감동이에요,positive,0.853,2025-08-04 09:35:22,youtube,12
3260,BTS,BTS 최고야!! 사랑해,positive,0.735,2025-07-28 09:35:22,instagram,13
3261,MAMAMOO,MAMAMOO 별로인듯,negative,0.306,2025-07-16 09:35:22,youtube,12
3262,BLACKPINK,BLACKPINK 논란이 많네,negative,0.129,2025-07-18 09:35:22,twitter,16
3263,(G)I-DLE,(G)I-DLE 노래 너무 좋아요!,positive,0.804,2025-07-30 09:35:22,youtube,19
3264,MAMAMOO,MAMAMOO 드라마 출연해요,neutral,0.403,2025-07-24 09:35:22,instagram,16
3265,NMIXX,NMIXX 좀 아쉽네,negative,0.07,2025-07-28 09:35:22,twitter,11
3266,StrayKids,StrayKids 정말 예쁘다 ❤️,positive,0.93,2025-07-21 09:35:22,instagram,19
3267,NewJeans,NewJeans 최고야!! 사랑해,positive,0.824,2025-07-26 09:35:22,instagram,18
3268,Red Velvet,Red Velvet 콘서트 정보 알려주세요,neutral,0.649,2025-07-20 09:35:22,twitter,23
3269,LE SSERAFIM,LE SSERAFIM 새로운 앨범 언제 나와?,neutral,0.645,2025-07-16 09:35:22,twitter,25
3270,BTS,BTS 음악 감동이에요,positive,0.89,2025-07-26 09:35:22,twitter,12
3271,NCT,NCT 노래 너무 좋아요!,positive,0.745,2025-07-24 09:35:22,twitter,14
3272,KARD,KARD 좀 아쉽네,negative,0.117,2025-07-22 09:35:22,instagram,10
3273,BLACKPINK,BLACKPINK 노래 너무 좋아요!,positive,0.899,2025-07-21 09:35:22,youtube,20
3274,BTS,BTS 콘서트 정보 알려주세요,neutral,0.521,2025-07-26 09:35:22,youtube,16
3275,ITZY,ITZY 방송 언제 해요?,neutral,0.412,2025-08-09 09:35:22,instagram,14
3276,NewJeans,NewJeans 음악 감동이에요,positive,0.757,2025-08-10 09:35:22,youtube,17
3277,Red Velvet,Red Velvet 정말 예쁘다 ❤️,positive,0.814,2025-08-01 09:35:22,instagram,20
3278,KARD,KARD 음악 감동이에요,positive,0.848,2025-08-13 09:35:22,youtube,13
3279,ENHYPEN,ENHYPEN 최고야!! 사랑해,positive,0.814,2025-08-01 09:35:22,youtube,17
3280,Red Velvet,Red Velvet 정말 예쁘다 ❤️,positive,0.773,2025-08-01 09:35:22,youtube,20
3281,NMIXX,NMIXX 최고야!! 사랑해,positive,0.881,2025-07-16 09:35:22,youtube,15
3282,(G)I-DLE,(G)I-DLE 최고야!! 사랑해,positive,0.753,2025-07-18 09:35:22,twitter,18
3283,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.903,2025-07-25 09:35:22,instagram,16
3284,(G)I-DLE,(G)I-DLE 노래 너무 좋아요!,positive,0.728,2025-08-14 09:35:22,instagram,19
3285,NCT,NCT 예전만 못한듯,negative,0.203,2025-07-25 09:35:22,instagram,11
3286,TXT,TXT 최고야!! 사랑해,positive,0.945,2025-07-16 09:35:22,youtube,13
3287,NewJeans,NewJeans 좀 아쉽네,negative,0.141,2025-07-15 09:35:22,instagram,14
3288,IU,IU 별로인듯,negative,0.369,2025-07-21 09:35:22,instagram,7
3289,BTS,BTS 목소리 천사같아,positive,0.794,2025-07-19 09:35:22,twitter,12
3290,BLACKPINK,BLACKPINK 춤도 잘 춰 👏,positive,0.802,2025-08-12 09:35:22,youtube,18
3291,TXT,TXT 별로인듯,negative,0.176,2025-07-18 09:35:22,twitter,8
3292,NCT,NCT 방송 언제 해요?,neutral,0.442,2025-07-26 09:35:22,twitter,13
3293,BLACKPINK,BLACKPINK 완벽해 💕,positive,0.79,2025-07-31 09:35:22,instagram,15
3294,MAMAMOO,MAMAMOO 노래 너무 좋아요!,positive,0.823,2025-08-02 09:35:22,twitter,18
3295,aespa,aespa 완벽해 💕,positive,0.901,2025-07-29 09:35:22,youtube,11
3296,NMIXX,NMIXX 방송 언제 해요?,neutral,0.666,2025-07-29 09:35:22,twitter,15
3297,TWICE,TWICE 춤도 잘 춰 👏,positive,0.818,2025-08-10 09:35:22,instagram,14
3298,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.8,2025-07-26 09:35:22,instagram,16
3299,NCT,NCT 새로운 앨범 언제 나와?,neutral,0.636,2025-07-23 09:35:22,twitter,17
3300,NCT,NCT 실망이야,negative,0.248,2025-08-01 09:35:22,youtube,8
3301,SEVENTEEN,SEVENTEEN 완벽해 💕,positive,0.726,2025-07-23 09:35:22,twitter,15
3302,aespa,aespa 재능이 넘쳐나네요,positive,0.892,2025-08-07 09:35:22,twitter,15
3303,IVE,IVE 예전만 못한듯,negative,0.242,2025-08-01 09:35:22,youtube,11
3304,TXT,TXT 인스타 업데이트 기다려요,neutral,0.543,2025-07-21 09:35:22,instagram,17
3305,(G)I-DLE,(G)I-DLE 노래 너무 좋아요!,positive,0.942,2025-07-15 09:35:22,instagram,19
3306,SEVENTEEN,SEVENTEEN 정말 예쁘다 ❤️,positive,0.94,2025-07-20 09:35:22,twitter,19
3307,aespa,aespa 재능이 넘쳐나네요,positive,0.802,2025-08-03 09:35:22,twitter,15
3308,NewJeans,NewJeans 새로운 앨범 언제 나와?,neutral,0.491,2025-07-26 09:35:22,twitter,22
3309,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.701,2025-08-08 09:35:22,instagram,18
3310,NewJeans,NewJeans 정말 예쁘다 ❤️,positive,0.9,2025-08-08 09:35:22,instagram,18
3311,MAMAMOO,MAMAMOO 콘서트 정보 알려주세요,neutral,0.53,2025-08-14 09:35:22,instagram,20
3312,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.857,2025-07-26 09:35:22,youtube,18
3313,TXT,TXT 노래 너무 좋아요!,positive,0.711,2025-08-08 09:35:22,twitter,14
3314,(G)I-DLE,(G)I-DLE 재능이 넘쳐나네요,positive,0.938,2025-07-28 09:35:22,twitter,18
3315,LE SSERAFIM,LE SSERAFIM 정말 예쁘다 ❤️,positive,0.704,2025-07-26 09:35:22,twitter,21
3316,TXT,TXT 음악 감동이에요,positive,0.945,2025-07-30 09:35:22,twitter,12
3317,StrayKids,StrayKids 최고야!! 사랑해,positive,0.939,2025-07-24 09:35:22,twitter,19
3318,aespa,aespa 노래 너무 좋아요!,positive,0.781,2025-08-13 09:35:22,youtube,16
3319,ITZY,ITZY 음악 감동이에요,positive,0.774,2025-07-18 09:35:22,youtube,13
3320,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.892,2025-07-16 09:35:22,youtube,16
3321,SEVENTEEN,SEVENTEEN 춤도 잘 춰 👏,positive,0.76,2025-07-25 09:35:22,instagram,18
3322,MAMAMOO,MAMAMOO 새로운 앨범 언제 나와?,neutral,0.528,2025-07-30 09:35:22,instagram,21
3323,BLACKPINK,BLACKPINK 목소리 천사같아,positive,0.814,2025-07-30 09:35:22,twitter,18
3324,IVE,IVE 목소리 천사같아,positive,0.843,2025-07-29 09:35:22,youtube,12
3325,TXT,TXT 완벽해 💕,positive,0.942,2025-07-16 09:35:22,youtube,9
3326,(G)I-DLE,(G)I-DLE 춤도 잘 춰 👏,positive,0.704,2025-08-01 09:35:22,instagram,17
3327,ITZY,ITZY 목소리 천사같아,positive,0.936,2025-08-06 09:35:22,twitter,13
3328,KARD,KARD 콘서트 정보 알려주세요,neutral,0.583,2025-08-03 09:35:22,instagram,17
3329,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.93,2025-08-11 09:35:22,youtube,16
3330,Red Velvet,Red Velvet 정말 예쁘다 ❤️,positive,0.891,2025-07-29 09:35:22,instagram,20
3331,NCT,NCT 너무 과장된거 아니야?,negative,0.1,2025-07-31 09:35:22,youtube,16
3332,aespa,aespa 정말 예쁘다 ❤️,positive,0.858,2025-07-22 09:35:22,youtube,15
3333,LE SSERAFIM,LE SSERAFIM 춤도 잘 춰 👏,positive,0.775,2025-07-23 09:35:22,twitter,20
3334,BTS,BTS 논란이 많네,negative,0.301,2025-07-29 09:35:22,twitter,10
3335,IU,IU 정말 예쁘다 ❤️,positive,0.761,2025-07-17 09:35:22,instagram,12
3336,LE SSERAFIM,LE SSERAFIM 춤도 잘 춰 👏,positive,0.739,2025-07-28 09:35:22,youtube,20
3337,TXT,TXT 춤도 잘 춰 👏,positive,0.854,2025-08-10 09:35:22,youtube,12
3338,ENHYPEN,ENHYPEN 재능이 넘쳐나네요,positive,0.767,2025-07-22 09:35:22,twitter,17
3339,ENHYPEN,ENHYPEN 새로운 앨범 언제 나와?,neutral,0.564,2025-07-31 09:35:22,instagram,21
3340,SEVENTEEN,SEVENTEEN 춤도 잘 춰 👏,positive,0.898,2025-07-30 09:35:22,instagram,18
3341,TWICE,TWICE 정말 예쁘다 ❤️,positive,0.944,2025-07-21 09:35:22,youtube,15
3342,SEVENTEEN,SEVENTEEN 춤도 잘 춰 👏,positive,0.907,2025-07-24 09:35:22,twitter,18
3343,MAMAMOO,MAMAMOO 좀 아쉽네,negative,0.122,2025-07-19 09:35:22,twitter,13
3344,BLACKPINK,BLACKPINK 완벽해 💕,positive,0.846,2025-08-03 09:35:22,instagram,15
3345,ENHYPEN,ENHYPEN 목소리 천사같아,positive,0.866,2025-07-25 09:35:22,youtube,16
3346,ENHYPEN,ENHYPEN 완벽해 💕,positive,0.917,2025-07-24 09:35:22,instagram,13
3347,LE SSERAFIM,LE SSERAFIM 예전만 못한듯,negative,0.375,2025-08-01 09:35:22,instagram,19
3348,StrayKids,StrayKids 콘서트 정보 알려주세요,neutral,0.484,2025-08-12 09:35:22,twitter,22
3349,BTS,BTS 드라마 출연해요,neutral,0.534,2025-07-29 09:35:22,instagram,12
3350,ITZY,ITZY 춤도 잘 춰 👏,positive,0.828,2025-08-08 09:35:22,twitter,13
3351,BTS,BTS 좀 아쉽네,negative,0.071,2025-07-17 09:35:22,twitter,9
3352,ENHYPEN,ENHYPEN 좀 아쉽네,negative,0.194,2025-07-21 09:35:22,instagram,13
3353,BTS,BTS 별로인듯,negative,0.138,2025-07-26 09:35:22,youtube,8
3354,BTS,BTS 노래 너무 좋아요!,positive,0.908,2025-08-06 09:35:22,twitter,14
3355,MAMAMOO,MAMAMOO 논란이 많네,negative,0.315,2025-08-08 09:35:22,youtube,14
3356,aespa,aespa 목소리 천사같아,positive,0.902,2025-08-07 09:35:22,twitter,14
3357,TXT,TXT 별로인듯,negative,0.137,2025-07-19 09:35:22,youtube,8
3358,BTS,BTS 드라마 출연해요,neutral,0.465,2025-08-01 09:35:22,twitter,12
3359,ENHYPEN,ENHYPEN 노래 너무 좋아요!,positive,0.92,2025-07-30 09:35:22,youtube,18
3360,MAMAMOO,MAMAMOO 정말 예쁘다 ❤️,positive,0.922,2025-07-30 09:35:22,twitter,17
3361,TWICE,TWICE 목소리 천사같아,positive,0.94,2025-08-08 09:35:22,twitter,14
3362,(G)I-DLE,(G)I-DLE 음악 감동이에요,positive,0.803,2025-08-14 09:35:22,youtube,17
3363,BLACKPINK,BLACKPINK 재능이 넘쳐나네요,positive,0.726,2025-07-25 09:35:22,youtube,19
3364,BLACKPINK,BLACKPINK 노래 너무 좋아요!,positive,0.886,2025-08-11 09:35:22,twitter,20
3365,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.763,2025-08-14 09:35:22,instagram,21
3366,Red Velvet,Red Velvet 좀 아쉽네,negative,0.372,2025-08-09 09:35:22,youtube,16
3367,aespa,aespa 음악 감동이에요,positive,0.785,2025-07-27 09:35:22,youtube,14
3368,TWICE,TWICE 노래 너무 좋아요!,positive,0.728,2025-08-10 09:35:22,twitter,16
3369,IVE,IVE 완벽해 💕,positive,0.749,2025-08-05 09:35:22,youtube,9
3370,BLACKPINK,BLACKPINK 최고야!! 사랑해,positive,0.781,2025-08-13 09:35:22,instagram,19
3371,IU,IU 음악 감동이에요,positive,0.749,2025-07-31 09:35:22,instagram,11
3372,NMIXX,NMIXX 논란이 많네,negative,0.09,2025-07-23 09:35:22,twitter,12
3373,ENHYPEN,ENHYPEN 최고야!! 사랑해,positive,0.715,2025-08-03 09:35:22,twitter,17
3374,IU,IU 완벽해 💕,positive,0.882,2025-07-22 09:35:22,twitter,8
3375,NewJeans,NewJeans 논란이 많네,negative,0.386,2025-07-29 09:35:22,instagram,15
3376,BLACKPINK,BLACKPINK 재능이 넘쳐나네요,positive,0.741,2025-08-08 09:35:22,instagram,19
3377,TXT,TXT 춤도 잘 춰 👏,positive,0.702,2025-07-19 09:35:22,instagram,12
3378,(G)I-DLE,(G)I-DLE 목소리 천사같아,positive,0.931,2025-07-25 09:35:22,youtube,17
3379,aespa,aespa 음악 감동이에요,positive,0.706,2025-08-05 09:35:22,youtube,14
3380,TXT,TXT 예전만 못한듯,negative,0.175,2025-08-11 09:35:22,youtube,11
3381,KARD,KARD 새로운 앨범 언제 나와?,neutral,0.455,2025-08-14 09:35:22,youtube,18
3382,LE SSERAFIM,LE SSERAFIM 음악 감동이에요,positive,0.894,2025-08-06 09:35:22,youtube,20
3383,(G)I-DLE,(G)I-DLE 완벽해 💕,positive,0.873,2025-08-04 09:35:22,instagram,14
3384,StrayKids,StrayKids 최고야!! 사랑해,positive,0.771,2025-08-04 09:35:22,twitter,19
3385,NewJeans,NewJeans 음악 감동이에요,positive,0.898,2025-08-13 09:35:22,twitter,17
3386,StrayKids,StrayKids 너무 과장된거 아니야?,negative,0.2,2025-08-01 09:35:22,instagram,22
3387,IU,IU 목소리 천사같아,positive,0.774,2025-07-17 09:35:22,instagram,11
3388,MAMAMOO,MAMAMOO 최고야!! 사랑해,positive,0.801,2025-08-06 09:35:22,youtube,17
3389,NCT,NCT 목소리 천사같아,positive,0.746,2025-08-09 09:35:22,instagram,12
3390,TXT,TXT 최고야!! 사랑해,positive,0.949,2025-08-08 09:35:22,youtube,13
3391,BTS,BTS 완벽해 💕,positive,0.864,2025-07-18 09:35:22,youtube,9
3392,NewJeans,NewJeans 정말 예쁘다 ❤️,positive,0.857,2025-07-28 09:35:22,youtube,18
